0,1,2,3,4
879.6434149965644,500.98671907931566,893.1055134832859,519.2562294006348,0.9997726082801819
843.5606602206826,456.8453327640891,862.8393353819847,480.57981880009174,0.9987391829490662
928.5477622225881,480.4210659787059,954.03771238029,511.5079683214426,0.9983463287353516
244.87039554864168,181.61340222507715,254.95238119363785,194.81201153993607,0.9859427809715271
1670.603232741356,877.3123392686248,1695.7197179198265,908.039976477623,0.953687846660614
1484.477215230465,403.7522297054529,1501.9177535772324,423.1180634200573,0.949589729309082
309.4691390991211,177.95152807235718,319.5894848704338,191.7276954948902,0.9303659200668335
619.8415066152811,536.6911347731948,639.4106527641416,558.4609539303929,0.8730009198188782
111.96375966072083,193.5583130195737,122.9601194858551,209.712594717741,0.8649335503578186
1001.9149740040302,639.2626758553088,1095.7033181786537,730.6627177745104,0.8629962801933289
900.7457911521196,205.41522607207298,920.1685049235821,226.93778359889984,0.8401262164115906
